patchids,classes
6261bd13-a7fa-42f2-b2eb-4880c9f042c3,0
e9a1e833-cb75-4c0f-81c8-b1eae9457c8f,0
690564e2-6821-4bd6-b10b-5f31fc5b12a8,0
0a4b7196-560f-46a1-98b6-1c16dc406577,0
d883986d-57e1-4f00-9387-3c7c32157ac8,0
63e5d9cf-dd35-4964-b6eb-27777b236ef8,0
76831793-4604-437c-a193-71d5dcf46eb7,0
d17ff835-bd92-4811-bfc8-54c1bd1e5a75,0
de665d39-d08a-4b6d-8a41-6de4d0b56f1f,0
72e6b6c7-cd02-4467-bf76-f55b6c4eeb13,0
3523da23-f03a-4c92-aff1-ebe1994c5025,0
805be541-4e83-436e-9d31-aaf7b12bafd3,0
0f31859e-b152-4a7e-8edc-d5b563a93665,0
f7d32148-1874-4d87-81b0-a40d1f812ab3,0
aaa78822-113b-43c1-98d5-06fa5b5f3287,0
269d4692-0184-414c-a999-ca5e9d00e7f7,0
b9c226d7-222e-40f6-aab5-f6d1883929f7,0
f6ff58be-8aea-4df6-8939-3372b480a385,0
e54225df-e69a-4f21-ba01-532d2faeb0bd,0
d31f0f38-0db3-4616-b0de-ce326a843379,0
ddb8d12b-27c9-4b4a-a209-b017b5d796b2,0
2cbc5f0b-683f-4620-8edd-9f97c0e5f07d,0
695c5f1c-38ee-4995-b36c-8465b29735bb,0
945ba9e3-ed2c-45cb-84d3-a1956a8e55d4,0
afc23020-451c-4c9b-89c7-4fecbf9b99b9,0
c6b0279c-09da-4357-98bd-74b996de35e6,0
620f826d-95a9-4ae7-a912-6f80f806c44d,0
9fbb784a-f484-49b0-9408-825e25d40152,0
68cf9a70-be1f-4d3c-8488-9091381a93fb,0
f25713a0-fd92-474b-8464-173047acbdde,0
2d3ac713-3808-42ac-b219-c3778a2cacf5,0
da54cae5-d5cb-4594-ad63-b0d8aeada608,0
8a24f65f-37b4-4240-8780-eaa68144fa47,0
5d818193-7428-489d-9538-2530d213dd0b,0
a456345f-a653-4010-b9a2-31ea84a606b9,0
55e9bc66-e4e7-4d09-9d0e-97571ea92bdc,0
ba342ec6-cc02-4c96-9071-b84e625829ef,0
f04ac597-aa56-4d24-aec1-ca38baa01a81,0
f8552322-c974-42d0-84f0-1a416b4a8350,0
187d9133-fa45-4573-a8da-671a448dd86e,0
36b67569-5bd5-4e8b-be07-6fae988c5e3f,0
1b0cca45-2b67-4334-8eaa-1381b8fb9353,0
29e54f10-ec52-4ab7-aa0c-dae5be26dfc3,0
3160eff8-d225-45ae-bbc6-b988e7a77ded,0
1b3b0e28-0b47-46ff-b765-202714f9d55a,0
1c42d941-c4d4-455c-b32f-fa9e2068cc35,0
318f5500-f37d-49ac-9bb1-03c64c5f696b,0
cf58d27e-63d1-4ea9-b7d3-43e6e365e8f8,0
ba12d205-19e7-49c4-bab3-e401b2ed8879,0
7725a3a9-925a-4196-822f-a8c18b895654,0
0ac6289f-0eda-4d71-aea2-9bc97e532ed0,0
6dc3ff91-a00e-4daf-b6dd-fe3fab4781ff,0
40ec2906-31b6-4b6d-9f34-69622a16ab29,0
98e9c190-cb36-4cac-8818-353f62edd482,0
27a91bc7-4587-4e0d-8017-e18616487840,0
cf11513e-547d-4032-b3ba-5eebc1357d2e,0
a1bfcfa8-f79b-4da6-a238-8a1b8ff63dc5,0
864d5824-27a4-45fc-8999-2c0b2f8ca764,0
4cb0c6b5-8164-4f82-8437-ed0b811a62e5,0
83264970-7bd4-400f-9520-b86d5c8bd899,0
bbed5e93-571f-4b20-87e4-e1532a633252,0
23508e15-2720-43aa-b8c8-75503e577cf0,0
b0cf2d4f-8909-4432-9997-80c3f74bbfbd,0
4b62286f-8227-4cb1-a676-271cb1cd6254,0
83248273-ff56-481d-a3ec-e48e37eee6ff,0
e1194066-3288-4005-850d-1ad4491400f1,0
0f2420e8-4514-49ff-b95b-8764487f1735,0
428d2796-917c-42d9-b78f-8c53787f53e2,0
f1b5734e-40af-4a1e-981f-ea476f0575c0,0
2225e276-03bf-4265-8b80-cddf32c96dba,0
02f6d5ec-c13f-4377-bf96-5c68b8d0a692,0
13321317-f6d7-45ff-bf94-62fa92af3c13,0
264879e7-d487-44a5-a89a-956a6e55bc73,0
898787bf-d5b9-4a07-94cf-37095ad40ba5,0
cd141f72-0ddc-4b2c-8503-856cbb4f19c8,0
532d7f59-3e9a-47c7-b650-a84a4acd5399,0
b771b888-5f0c-4fd1-8918-1e93f2a49e73,0
0d4b9ea5-d4e4-40fd-8a2b-d441be65cb01,0
ba2cf069-207c-451e-b1b3-ffc4c53dddf1,0
949f935f-9a2f-4835-984f-48b06617411e,0
08d1aeef-7ab8-44f2-8365-64d2b8c125f3,0
87afcbde-4548-4ff1-9d6d-555291484c18,0
5044bfc5-d697-4155-9187-e7f500df8e8b,0
aef1d39a-d90c-457e-b9e3-b29e2a4654c2,0
f0d63cb2-9e8a-4455-bd36-1b1479d08229,0
2355fcd2-5fba-4f4a-a975-38b4c6006aba,0
3ec67a51-47f9-41e0-a963-d0f2a4ee3431,0
da8b9617-d6de-4d9f-b24b-f2ccc3072815,0
42c06e31-c3b9-4b72-b166-d1047b549bbf,0
40f38577-9650-4df7-8edb-b524c68504d0,0
10631f49-ae3a-4c8a-8307-60feb34bb58a,0
6207bd79-c3cf-4b1b-a299-52990405ac6e,0
4af195ff-af14-46c0-bf25-5fd49b254654,0
ab422ecc-b3e9-427d-9c84-81d34d9a7e15,0
6eeb903e-8fdc-48b4-b3ad-8245ffe38245,0
b98e56e6-4d65-4d81-95ee-2ac2bf03cf89,0
aad5bb0a-5020-4c63-a07a-34143e8c3fe8,0
082fe7a9-25e4-4571-a153-265b1d585d65,0
98204ab7-d7c5-4a60-853e-27bc06b8c419,0
8d885b6d-e86b-47ab-8bd9-7a90fe99d840,0
513fd7a2-7b5e-4442-9c95-cb4773118c04,0
a8248a7e-f6f7-4a1b-bae9-1402913c24e3,0
535ff232-682f-4d98-bd34-770537023fc4,0
67302412-730e-444e-a2fc-a31745d8befa,0
b1b98733-6fe2-4666-96f7-9fa27289d276,0
721f2e85-714b-4aae-b70a-24ece32d7701,0
3e27e627-7429-4078-9589-33a85cd00515,0
520552c2-c66e-457d-b844-0b0ad091e748,0
6dfb78ba-82a5-4dca-b3c1-c51f7fe53bcf,0
8c80169e-5912-419f-b322-0757298c8e9e,0
ea298a8f-4eaa-49d0-b308-5d83ad8b20b3,0
79e41d0d-9814-470d-8fca-f1685aa821cf,0
22fa3f51-3f9c-4556-a470-ecbd25a3f094,0
dacda129-b443-43fe-8da9-17471192372a,0
c40c5b6a-3459-483e-8463-adf5a3b040cf,0
0a98d685-a3a2-4f53-8272-a8726aa35f5f,0
6b7fa3c3-4838-4a7e-aaed-5378b6e1dd73,0
f38b7c58-116a-440b-bff4-4d290b7a0099,0
aaa7e249-3fd5-44ef-b483-b7c854c5f796,0
03da4d03-4a4d-4bef-922f-3e267f71d139,0
69358326-53db-4ec4-a408-0900b0235687,0
7c3e4f70-9d91-4ec7-9479-37f53df3430b,0
3ba7546b-3495-401a-9419-4ee8be1d8a8a,0
098ce481-e0d3-418e-b650-4230fcf1a593,0
3c54c7e2-7b34-4b23-b0bb-5b5691323b43,0
39ab87e4-5556-4309-b2e7-f60944cbbf05,0
c09e57fe-30de-47d9-9c19-eb5d26ec8335,0
8608b33c-b2bc-411d-a1f8-60e77b0da885,0
a1629605-0e15-44f0-a543-097f27dc71d3,0
6a014f23-936f-4690-ae76-b333c55cc356,0
3f942417-2b63-4364-9f30-ed2c787c0cba,0
8437e978-1ef3-4ef6-a5e6-965f826f32dd,0
b6be44b8-8039-4e71-a2a4-582c29f7865e,0
2018c509-5b66-4260-b634-ec4b6e7f5c54,0
0abdb3c7-8ba6-4997-bcb9-df7bfce5739b,0
b8e53e79-b560-4715-9cd0-fbb4d954c99a,0
79dc2d90-c485-4180-9c55-369f8e83d8fc,0
d4c5927c-53e8-46ff-bbb3-f775dff15b92,0
ef2a0d4c-3bde-4e99-9621-02b97d8c301c,0
63a3c7a8-c1ca-4fde-b92c-630bcb8cd36f,0
dfb4d347-595f-4b50-a8d5-1a92d78f3d21,0
6b4ea399-ff2b-4233-9bc9-d46b6448b665,0
632d2b0c-8c8f-4fa6-874a-4afb23ec7e5b,0
fe71f747-142c-4d6c-8340-71b2bc5ee98a,0
fdd2b64e-27f5-48b5-b1fe-28d2fe7214a5,0
2020b8c0-c847-46ab-9d19-cdc25fe3a3ed,0
97087326-ff5d-4740-8a11-ad5d9f12c1ba,0
84e2dcfe-5a08-48df-9798-d67bd5a61682,0
0c98c6c2-85fb-40b5-b26e-65099cb44e9f,0
79f2a928-3e00-450f-b4b0-3cd8bc7b47cc,0
5a97b458-8a4b-46cd-b2b1-233dc2e084f5,0
c79a8f75-e777-41a1-ae5f-9ea8cc168e79,0
eba6fc83-a534-42c4-8134-57546dcfd075,0
c28242ae-39e6-4dcc-b0e5-5f49c7895f60,0
322bd456-dd11-4788-b8f8-4049f67eb63f,0
b827e8f3-d938-4758-9ebb-2c2d1526f4a4,0
fd37f16a-1346-4e7f-b793-afa390c437dc,0
2db347de-01a6-4323-897d-1d8c5dcbd1e9,0
34ae14d2-0b5f-48b2-b16b-1c7b607d73c2,0
e05e073e-b94a-424a-a66b-7157e299a330,0
2b00d293-dc93-470f-90dd-3e710b329e03,0
c0264e0c-0c72-4f0a-afe7-6c8e132ba489,0
b9ae9977-9190-4172-9cb6-e3d922c9fa8f,0
b205ebb2-ab85-4b18-b5ed-eddb99391e19,0
b0d2cfc1-b275-421e-a732-d9516a3f7f47,0
38329e32-4e78-4c79-996a-6ccb624c5a57,0
0b323637-c90e-460a-b509-2155c92aa5e3,0
e31f0dd5-fc1f-4a7c-aaf2-d15cc9d6d401,0
d796e56e-faa2-42ca-ad72-a057bae33f67,0
06edf54d-1494-4360-8390-a9320115408d,0
64634952-b11e-43c3-aadc-070c949bc956,0
800cabc3-d310-49bd-9c2e-3bfe53b2b716,0
25b37adc-6969-4e46-a910-1e0b257217df,0
1fb733a2-dd49-43a9-ba1c-7e938c0cd620,0
c8aab955-a3e1-499f-82ad-76a37ada4d3c,0
b6f805cc-b00a-4ebc-8a33-b26bb843f84f,0
3eb5b607-15e7-4d20-854f-c81fa6765a4d,0
2dcc5047-7772-427e-b65f-8ea8fb7a6048,0
0212e395-e13f-4c58-aa2d-601c800809e8,0
ccc9e864-3af9-454c-82eb-59422e1b3906,0
c4826eff-5e78-4a48-9c8d-06949d9ee3cd,0
65406a69-31a9-4429-8b4d-ae246e2badfc,0
81cc5e44-f2f0-466e-bad7-4621df011a41,0
c822175f-d887-4c30-b424-b7e787e60f09,0
4a683863-aff5-417f-ad9e-d0461c03a986,0
f2083f2e-7257-4a26-acc6-10f8e5e98f99,0
2131885f-6681-4a51-a565-6d873cb670d2,0
e6e36011-ebcf-454f-947e-9367ad76bd0b,0
1c570917-a0d5-4098-85a5-ca5db8624d47,0
46fd7aea-2bf9-4b7a-9615-e173a157c7b5,0
71787cf3-beab-42d0-bdea-5a2c0e6c4730,0
606fa26b-9ab3-4142-94d7-d4b39700497b,0
e6799a00-a120-4ced-98ab-8c6662417926,0
76b8f6df-f7dc-4fb7-91f6-eb942c7d4303,0
1ea222e3-0ddd-4681-94a1-2eb8b21ca9b8,0
0e6160be-a904-40bf-b2d5-18d56d878aa7,0
2d356518-459b-4525-8570-be69a1748f40,0
712930c6-deaf-4565-b82f-a3975c997464,0
e4169bc4-5797-469d-97a7-84da3f8bd2db,0
52e99055-a98c-4973-a012-35097a8cb9c1,0
441e018e-d6e9-4f94-87bb-cb2c2c8ae575,0
5f8cb283-cb44-41e9-9fc3-5bcef560ddfc,0
9a815a76-5246-4293-985c-0cdff88a355a,0
6534776d-8e80-455f-9307-8592af187e6d,0
877e5fab-65d1-4471-920e-cc2fd5460410,0
75c83210-7fd5-4fcd-8fcd-a22f9aaf2b85,0
162c76ec-3b53-4c72-bd6b-364cc94ec607,0
826bb2c8-4bef-44cc-9113-401b8615d964,0
d361a780-3b84-4eeb-92d0-046f01ff51da,0
881bd79e-ee05-4aeb-8f2b-a0909b7b9ee8,0
27063c25-3ed0-490a-841c-ef03ee05cfab,0
aa8cf1c7-0d32-4597-b5d0-7732144f51f8,0
b2820e7d-7c06-4b47-8549-87cf008c4a31,0
08c11246-e965-4ecc-9404-74dafdb6a81a,0
c3d3ec4f-4a4d-468e-b4f3-8005dcc306e4,0
a9c9f392-1d15-4b98-84ba-fbbd43861c0f,0
bf30bf2f-b6da-4d7e-87b2-5b8b404218fc,0
ad9bedc1-b8a7-4148-87c3-917c46a09754,0
5d477411-2c13-4af8-b6a8-5f8974c53737,0
2ba63f04-1ff7-4cbf-ace9-6512e17d93cc,0
d64eee92-c6a1-41f9-8e59-c29a98f1ddc8,0
b7466f13-7408-4d77-9d0d-ba8952874540,0
63826b16-0e43-4661-b861-e11dac26861c,0
94e31e9f-3d36-4495-8ce7-96b979389f47,0
62210f66-679b-4edf-8eb5-06f029c553ed,0
d8abc973-8855-402e-91f8-a82197663881,0
0e921335-8ec5-4525-bc9a-46b3900f1695,0
1c7f8108-d768-43f5-9a20-6a819c0aa42d,0
160a9585-64c7-48a9-a115-2d87ba5f7841,0
41007640-a1b2-4bf9-b657-d0b977321217,0
d97ff461-9e3c-4ead-81ec-b458d479ef18,0
c2608dda-71b1-469e-8f99-f4d0c3f0573f,0
4c33eb0c-1fac-4d40-b5f8-17a82d9cce0b,0
b6b863bd-a0ba-4794-9272-17a7ae3805fb,0
b71ddc00-0c42-4284-80ec-4e301f15ee03,0
fd461b37-75dc-4c7f-a35b-44123d5a2e17,0
267599f7-0038-4555-8f31-ae4cbfba9abf,0
4ed7697e-9a81-422d-ad93-067d663dbf5d,0
d75296c1-f521-4777-90f4-72710e5f09a0,0
62c1a463-c5d2-45f2-963b-d169f3c304b7,0
c482b67b-5c8b-4cee-94ee-81f960e34263,0
7abf9456-9d17-4936-8c11-b8cb2cc44cb2,0
00ee93c8-39db-498c-85dc-18b39b182c11,0
d7ad88b2-4691-4a5b-8bec-3a0caa4198a9,0
df7f22db-bf66-4280-8bf6-2bd263fdf5d7,0
468b504c-24ff-424f-80c4-f1d4251cb0f7,0
bbab911e-c334-4fa2-809b-947ee51dee3f,0
c973610a-4c88-4653-8121-15f7b1eb9cf2,0
e322508e-f8f6-4424-8d2f-1ef71200facc,0
2742a8e3-d7e0-4483-bba9-503cf1b7e561,0
a4a8ebb0-5b5b-4072-9175-9706cfb989fd,0
6977216a-8709-4446-8d5d-7e8ccaa9a70c,0
909be405-662e-4f60-a569-e6fe683bb6b6,0
e681aa9a-e108-420e-90e4-559f117bb85e,0
bec939d2-376a-44a3-b4fb-6c6c82e3fa71,0
d1f5c23d-278d-422f-a5b2-aa5ba6ed2a48,0
1de68141-4113-4fcb-a7f3-885ba048c484,0
dbc2554a-58ea-46ea-a2a2-a1b192f55987,0
65796b5d-9629-44d5-900a-2e560b5b8862,0
58aa9eb3-65c6-4253-a67a-0eee1a09c87d,0
69156ff6-2a23-4899-9d48-029fac97d8de,0
371b5aad-537d-4514-b2d3-99647ae8deff,0
8683023b-f026-4362-b010-e4a5b3e7a672,0
2a0a8f3f-91b6-4c2d-ab10-3b183bf21e83,0
5fa3270b-e002-4c8b-8a0d-9ade70b322ef,0
ca038ee9-ba25-46f2-b5d2-c85e3b2b1aa2,0
212c1bfa-c5d4-49bd-8538-b9797e530158,0
f050faa1-2f6c-427c-9694-279675fa4918,0
f6bac591-9c46-4af7-8640-9a41fc8869bc,0
13e14405-3943-4a9b-b221-a0a98bf03496,0
78ee0e2f-b885-4cae-8433-0da81901af1d,0
2a3657a1-e091-4243-8cec-8bf0be80e6b0,0
3cefed4c-3787-42bd-bd3f-d775235c4acb,0
dc7b587c-6c36-4bdf-bdb5-aaa6ca936bea,0
dd031465-4ab5-42f9-a8e8-32f32777ce36,0
f6f5250f-7046-4c38-915b-1385e6cb4c1c,0
4f2782c6-9ac6-4e6d-af56-9cbde46a3783,0
03b6ad98-9160-4d0f-9e28-b0c57730a170,0
3e0d51fa-8df0-4427-8db8-34c9eea62087,0
e4a4f8f0-5245-4d4a-b1ec-774a2df4c0c5,0
e4f143e7-2a05-432f-8cdc-039cf5fd5efb,0
b8ac4573-18a5-4432-9416-2f04ab61f031,0
240f8c87-3714-438e-b464-27155a396d9f,0
2dd8b949-62b7-4fef-a2c6-00971b44bf6d,0
9f1dd76e-bb90-4e00-bd75-47e70a9e6e49,0
920258b4-0fef-4db9-83f1-18ce6064eb33,0
7c0f9327-ab50-4968-be7a-c2eb7b928adb,0
8d5cf1c4-95d4-4560-919c-3cd33d40f873,0
a8e66684-f52e-4e62-8428-ff10bb7eeca9,0
88b005ad-9c7d-46fc-a023-58ae5ec287b5,0
0e82e5b3-95fd-425f-82a8-eba3788072a2,0
a65f51d5-d4a4-45a3-9b1e-642e7e5e799d,0
2212c6e7-a061-41de-8ce4-779433fe7168,0
418d9a67-f3b7-4522-a7e3-9c79bab71d70,0
332ef6f7-eadb-4654-a600-b7976a5200ce,0
7b53aeb7-f71e-4c48-b019-b8a9588f2306,0
9a3bab65-2033-448e-80d9-1071c9e6fcda,0
1a15a0f1-39bb-4a97-84c4-2ec331d3ba5d,0
36d646fa-0a5e-475c-a4f5-ca82aedce221,0
0fac645a-a27d-41c4-9db2-6cdfcf61bff8,0
272119ba-f957-42e7-8b19-2bdc64881d0e,0
d8a5a0d8-ad5e-4bfa-a200-36c851b84f7a,0
892fade8-5786-4e2d-95f7-88deba40795d,0
cbe02905-351f-42f5-b9ab-6b5c947c5828,0
258a3a5c-8842-4fae-9228-ac423a50ee99,0
985f3cf8-885f-45c1-b104-e14c8eece048,0
6cf9ecbc-77bc-4691-b3c1-a223fe2115b0,0
b7edc312-a288-42ce-9ad3-62afb808858b,0
8307ec68-8f6b-489f-ae21-2d802538663f,0
908d3856-1758-421b-8046-bfb8b099a7ea,0
3e77500b-79b3-4521-a64e-7bca6e360f7d,0
34a6ddab-1a64-4bcf-aca6-f05dbe9db257,0
6c4c7449-2459-4f55-8059-3785f10461df,0
01187053-db6a-463b-b611-c78da4f063dd,0
d30c9452-f2b0-42d5-97b3-fd4746c55b3e,0
6011f62a-953b-49c5-a0ac-fba99dbbb035,0
3262e643-4073-4711-a6ae-6ed9008bcc80,0
ff14d7a4-9b8f-4d90-98d1-d7d89a13b01a,0
b1a19cdf-c996-4abf-a33b-c9ef47b5227e,0
53abc41a-a27b-4a48-9956-5275961af41d,0
494487b2-5498-4d2a-9b4f-6ff8a9b2b541,0
714d4b2e-429d-4c58-8b89-33a2484ca81b,0
21acc7f9-7eb0-473d-9e23-b13f58b4bcd4,0
630eaec7-5055-42bb-b197-48486ff607ca,0
f9ba35e0-f0ed-416c-9910-547f05489567,0
388e8810-a304-4c6b-861c-0b211fcf7c11,0
8b465b59-3788-4919-9d9d-dcd275168879,0
948054dd-dc5b-4d7b-a810-6576a91f31c5,0
b465b003-099e-4b89-a0a5-245f928cc606,0
61c0992a-e72c-4f81-a94e-6aa66aeca12b,0
bcb9b2a8-8ea2-443d-80b7-31d870ba46ab,0
8250eb9c-51c3-45f7-936e-b5595376330f,0
fc9f5565-9cfa-42ff-80d6-0ff5add60778,0
361b382b-c480-49a9-98ac-075b5aa4cf2a,0
c759f03b-94fb-4e8f-b495-2fb00f8e9a96,0
6ee46f8a-5a62-4c69-8551-2db5abb51e9a,0
675afa64-1e14-4dce-8340-62ca13809e85,0
440cb4fa-38e3-4fbd-b449-d38ed98bf409,0
d22ad473-d78a-480c-b855-cfb3a8baeaec,0
3e82553f-0b12-4395-931f-10cb3ac733f2,0
a53a96f2-bfd9-4ac4-aa3b-f158406c98dd,0
8bb17dcd-5c6b-4af0-946c-1a4c28fb80fa,0
79c92913-bcb0-4366-ba5a-09aff325921c,0
3fe4fee4-c9c6-4481-b047-a14e092e89a6,0
24ca216c-c01f-4066-8339-1ea8b59a6b26,0
873c512b-0dea-469e-85b3-a7b022e73649,0
0aab1dbf-f517-409d-ba99-6cd9ccd58a89,0
0f9561e8-f12e-4f28-9d08-7544550ed83a,0
0b76f22f-dc81-4996-91cc-95b704960050,0
f730cb39-fbf0-41d8-a558-dde96f3370f9,0
008133a1-e9f5-45c6-8cfc-cbf65165e4ce,0
995d68c1-e95c-49e3-b99b-4139bf28ea18,0
821769f5-385b-4cb3-b1d2-12656028494f,0
9b9d5ed6-ae04-43b2-900e-0415d08c806d,0
dd3869e6-7d41-4e04-b8e4-091ab9b31268,0
f0428a16-2b4b-4644-8c57-47728766d1c5,0
0aa8bdc7-3db0-46c4-91aa-339573e677f1,0
ddddd3b4-55c1-48b2-a9a9-1174baeebd1c,0
59af2fc8-1515-4ea1-904f-6ebcac9eab32,0
3477135b-4415-4d66-bd4f-1257b8d07d4b,0
8a9c747c-13dc-4349-84c5-c14f5357339c,0
cf36c68a-2e9f-4f5f-9c5b-4447aa4c65df,0
12a52464-9eee-413f-a741-74e48621aa5c,0
74dc558b-52bb-43be-9d34-cd4e5f074897,0
6fd03ea0-bcb5-4d7b-8737-1c342a6e9569,0
b1704ed2-4a9e-4dca-9b87-cb344bff15b8,0
43c07c2f-27f8-4103-9636-2c2ca3ca78c1,0
fcf7d778-82b7-439b-8666-dfe2fbcbbb78,0
4a94b054-bbab-415f-89f9-7940159de5e3,0
dab8151e-96a6-43e4-92fb-fd9abfe6deef,0
f26ef59a-2339-486b-aafe-2f397182d5c7,0
08b7ea84-a18a-47a6-9823-c91867f95a96,0
6149dff1-dca1-4fa9-aa00-a8dbadf421f5,0
e568ca03-63fe-4399-868b-80c03faed0f5,0
b8f32387-de16-455d-a0d0-af807c693847,0
1874e68c-5746-4eda-9de3-6550a192820a,0
5eafd41d-b6fe-4138-a248-e05058e0a784,0
9929dc4e-f0f7-4a20-a632-5ec9669cdb80,0
5bf4acd4-cd04-4811-9965-8f3eb99cafb6,0
83db7abc-2204-4494-976d-9cec82d79c97,0
00295899-5a78-4f93-9e10-e12dfce090a5,0
3c5bf1a2-9b51-44fa-80b6-04d2de189e27,0
4aff7fc0-8f7c-4b62-98c2-f71b3c32e5f9,0
d0174e91-3c0b-4590-8807-d07848930f9e,0
b7066945-fe89-4b24-b3cc-1eb4a9ed3f89,0
5fb4d85d-9ea4-41e5-8105-48b0ca84f39c,0
8f8a56c8-c75c-48cc-843e-dcc0c6b492e9,0
cb21d1dc-48d4-4d38-b98f-2e522fe56b28,0
71079d00-419b-44a6-9df8-1b276695b530,0
c3ed4456-ba05-4909-ace2-20fe481175c3,0
5b5c68d2-535d-4169-901b-77c0061025cb,0
fdf607de-0c3f-432c-a665-1d0041a57b05,0
94bcccd9-e69c-4642-ab21-b669da9d4a4b,0
92ad8a9f-2fcc-4c39-a769-968320050f41,0
36af8baa-edda-4eee-8b14-2b54dcd8ef28,0
02d73860-8b49-46e7-b3cb-1da1c9368d85,0
48d79d2d-8663-4a5f-bdec-57ef026625b0,0
3e08af3f-8341-454a-b99a-edf6fedc5850,0
3b7d968e-7602-4b0c-a9ad-76561b122399,0
b37ae81d-7d3f-4b2b-b47a-7162b85bfcab,0
bd7d4edd-2e9a-4971-93b4-54134e5867e0,0
20845082-ab48-4aa7-aa49-0582d2ecbdd3,0
763874ec-0d7f-4d81-9e1c-f40afdf5c7cb,0
8a94eddb-ea55-4338-92c1-7943a9901e32,0
188cfbcc-b51c-4d83-8bf4-d938d214a040,0
ac14ee44-9d5f-4bf6-8431-6beef70c0e99,0
6876d4a9-9e4a-4e06-a175-31c132ffe0fb,0
4eb5de51-5532-4b50-baec-97691176fb1b,0
8aa6317f-0f7f-4ec8-b16f-097a26d4a98a,0
8a8b5757-c079-4f86-973b-8035f99c126a,0
8a0ccba3-a326-4587-87bb-66533624ca19,0
79bbf9a0-5174-4bfd-b030-de218fab1528,0
6ed0be26-a096-4471-a6f6-cdd80804ff76,0
abf74348-d324-44ce-95c2-eaac8a77a6de,0
598c93da-2c18-4859-a8f1-a7e674b854fa,0
4e0e4cb1-4745-433b-abaa-8453ae603ef7,0
19987af3-f96c-4621-aeee-9942b75b6e9a,0
b84e041c-7f00-4952-be3d-a7ad87920b67,0
2b15f894-0aac-4a9b-821a-80190539b04e,0
3821d233-faa0-43b4-9e22-48084a792d97,0
321bfbbd-49c9-4800-a096-71fcc1cb9e2c,0
2a289616-0b69-4c02-a598-36b9a1ba964e,0
1539f530-e7ad-487b-8fe0-76669ba98281,0
cde73188-1d55-4310-b791-32c586b66fae,0
13b391e4-3bf1-437c-a1a5-30441202cd1e,0
9640adce-e7e0-4871-830d-1396118250c0,0
bb4bf565-b972-45a6-b4a3-218fad453db0,0
bf1c04d2-ed0f-49e3-b904-06f0eb13c81b,0
06284478-f8da-449e-8573-770a14e0f583,0
1ba2b89a-ff87-411d-8242-287b7530c2f0,0
504e632e-1228-4b00-a055-4c745760f84e,0
5a9be8c2-dce4-447e-a168-b7187c3935d9,0
4c6ea1bf-2731-48e1-94a5-26ed9068efa5,0
4e8a52c1-00e8-43d5-a4e1-e02608a04958,0
094a1418-c49e-4253-bdf7-063aa93dc226,0
b7cb5423-bbc7-472f-8d60-a3965b225be5,0
96f8ecdf-785c-4bb1-8f22-9dacc5d3895d,0
bf5d7a42-c625-437a-8971-9be1809647c8,0
a5b41c32-1c6c-4d21-9cd0-f75a28d717fe,0
c7b49dc3-7f57-4e69-85c8-844c91086149,0
986328a9-8c43-49de-b66d-61a9562a5d02,0
09a893bf-bd64-4b9c-9e61-81076a5910fb,0
1fb5fdc2-3b17-42da-9454-577a30d484a3,0
42c4b81b-faac-4a26-bf9e-9c3130317df6,0
c0fab0c1-8553-4447-bf28-d516864d627b,0
57173995-511d-4cb1-8a2d-0d5248f383df,0
